cell_id,grid_row,grid_col,latitude,longitude,zone_name,lst_celsius,ndvi,building_density_pct,open_space_pct,road_density_km_per_sqkm,soil_type,annual_rainfall_mm,summer_max_temp_celsius,hvi_score,hvi_category,hvi_rank
BPL_CELL_0147,3,26,23.2335,77.4165,MP Nagar Commercial Zone,46.31,0.126,83.4,11.6,17.8,Deep Black Clay (Vertisol),1070.6,42.5,0.871,Extreme Hotspot,213
BPL_CELL_0148,3,27,23.2335,77.4175,MP Nagar Commercial Zone,46.89,0.082,73.9,8.7,17.4,Deep Black Clay (Vertisol),1096.5,42.5,0.8776,Extreme Hotspot,167
BPL_CELL_0149,3,28,23.2335,77.4185,MP Nagar Commercial Zone,45.52,0.093,78.6,7.1,17.8,Deep Black Clay (Vertisol),1082.0,42.5,0.8641,Extreme Hotspot,261
BPL_CELL_0150,3,29,23.2335,77.4195,MP Nagar Commercial Zone,47.94,0.034,83.7,9.8,18.8,Deep Black Clay (Vertisol),1104.5,42.5,0.9435,Extreme Hotspot,3
BPL_CELL_0151,3,30,23.2335,77.4205,MP Nagar Commercial Zone,46.95,0.059,86.1,8.9,17.6,Deep Black Clay (Vertisol),1111.1,42.5,0.9234,Extreme Hotspot,16
BPL_CELL_0152,3,31,23.2335,77.4215,MP Nagar Commercial Zone,47.35,0.06,79.9,6.7,17.2,Deep Black Clay (Vertisol),1124.2,42.5,0.917,Extreme Hotspot,28
BPL_CELL_0153,3,32,23.2335,77.4225,MP Nagar Commercial Zone,45.84,0.112,78.4,7.8,17.1,Deep Black Clay (Vertisol),1110.7,42.5,0.8606,Extreme Hotspot,282
BPL_CELL_0154,3,33,23.2335,77.4235,MP Nagar Commercial Zone,45.25,0.052,76.0,11.7,16.8,Deep Black Clay (Vertisol),1124.2,42.5,0.8582,Extreme Hotspot,302
BPL_CELL_0155,3,34,23.2335,77.4245,MP Nagar Commercial Zone,45.73,0.039,76.7,10.9,17.8,Deep Black Clay (Vertisol),1087.7,42.5,0.8763,Extreme Hotspot,177
BPL_CELL_0156,3,35,23.2335,77.4255,MP Nagar Commercial Zone,45.81,0.06,78.8,12.0,18.5,Deep Black Clay (Vertisol),1128.3,42.5,0.8734,Extreme Hotspot,200
BPL_CELL_0157,3,36,23.2335,77.4265,MP Nagar Commercial Zone,44.25,0.047,82.3,7.5,18.2,Deep Black Clay (Vertisol),1118.4,42.5,0.8681,Extreme Hotspot,233
BPL_CELL_0158,3,37,23.2335,77.4275,MP Nagar Commercial Zone,45.28,0.059,77.8,15.3,19.2,Deep Black Clay (Vertisol),1078.4,42.5,0.8539,Extreme Hotspot,324
BPL_CELL_0159,3,38,23.2335,77.4285,MP Nagar Commercial Zone,47.95,0.048,79.4,5.0,19.2,Deep Black Clay (Vertisol),1091.9,42.5,0.9353,Extreme Hotspot,9
BPL_CELL_0160,3,39,23.2335,77.4295,MP Nagar Commercial Zone,45.87,0.061,80.4,6.3,17.6,Deep Black Clay (Vertisol),1110.4,42.5,0.8905,Extreme Hotspot,110
BPL_CELL_0161,4,0,23.2345,77.3905,Arera Colony Residential Belt,34.24,0.405,39.7,41.6,9.0,Clay Loam,1071.5,42.5,0.3382,Low Vulnerability,1060
BPL_CELL_0162,4,1,23.2345,77.3915,Arera Colony Residential Belt,35.21,0.469,33.0,49.8,8.2,Clay Loam,1073.8,42.5,0.2948,Low Vulnerability,1199
BPL_CELL_0163,4,2,23.2345,77.3925,Arera Colony Residential Belt,35.68,0.381,34.8,50.9,9.7,Clay Loam,1088.3,42.5,0.342,Low Vulnerability,1053
BPL_CELL_0164,4,3,23.2345,77.3935,Arera Colony Residential Belt,36.47,0.426,36.1,49.2,8.2,Clay Loam,1097.2,42.5,0.3465,Low Vulnerability,1049
BPL_CELL_0165,4,4,23.2345,77.3945,Arera Colony Residential Belt,34.09,0.397,39.4,47.0,8.5,Clay Loam,1094.9,42.5,0.3266,Low Vulnerability,1088
BPL_CELL_0166,4,5,23.2345,77.3955,Arera Colony Residential Belt,34.28,0.468,38.4,41.8,9.6,Clay Loam,1072.0,42.5,0.3096,Low Vulnerability,1148
BPL_CELL_0167,4,6,23.2345,77.3965,Arera Colony Residential Belt,34.13,0.464,42.6,46.2,9.5,Clay Loam,1102.7,42.5,0.3117,Low Vulnerability,1138
BPL_CELL_0168,4,7,23.2345,77.3975,Arera Colony Residential Belt,35.6,0.468,35.5,46.4,8.8,Clay Loam,1077.3,42.5,0.317,Low Vulnerability,1120
BPL_CELL_0169,4,8,23.2345,77.3985,Arera Colony Residential Belt,35.37,0.413,33.4,44.3,8.4,Clay Loam,1117.2,42.5,0.3327,Low Vulnerability,1071
BPL_CELL_0170,4,9,23.2345,77.3995,Arera Colony Residential Belt,34.69,0.441,37.8,47.0,8.4,Clay Loam,1115.9,42.5,0.3159,Low Vulnerability,1126
BPL_CELL_0171,4,10,23.2345,77.4005,Arera Colony Residential Belt,34.97,0.46,38.1,46.0,9.5,Clay Loam,1070.2,42.5,0.3166,Low Vulnerability,1122
BPL_CELL_0172,4,11,23.2345,77.4015,Arera Colony Residential Belt,36.35,0.451,34.5,49.6,8.9,Clay Loam,1080.5,42.5,0.3287,Low Vulnerability,1078
BPL_CELL_0173,4,12,23.2345,77.4025,Arera Colony Residential Belt,34.69,0.434,42.2,48.5,8.6,Clay Loam,1080.5,42.5,0.3285,Low Vulnerability,1079
BPL_CELL_0174,4,13,23.2345,77.4035,Arera Colony Residential Belt,35.59,0.487,37.9,43.1,8.3,Clay Loam,1098.6,42.5,0.3231,Low Vulnerability,1099
BPL_CELL_0175,4,14,23.2345,77.4045,Arera Colony Residential Belt,34.99,0.405,39.2,50.2,8.7,Clay Loam,1117.0,42.5,0.3335,Low Vulnerability,1069
BPL_CELL_0176,4,15,23.2345,77.4055,Arera Colony Residential Belt,34.71,0.464,32.8,40.5,9.0,Clay Loam,1073.6,42.5,0.3057,Low Vulnerability,1162
BPL_CELL_0177,4,16,23.2345,77.4065,Arera Colony Residential Belt,33.9,0.444,34.4,44.8,8.8,Clay Loam,1074.8,42.5,0.294,Low Vulnerability,1202
BPL_CELL_0178,4,17,23.2345,77.4075,Arera Colony Residential Belt,34.61,0.431,35.2,47.3,9.6,Clay Loam,1102.9,42.5,0.31,Low Vulnerability,1145
BPL_CELL_0179,4,18,23.2345,77.4085,Arera Colony Residential Belt,33.48,0.526,32.2,47.4,8.2,Clay Loam,1112.1,42.5,0.2415,Low Vulnerability,1264
BPL_CELL_0180,4,19,23.2345,77.4095,Arera Colony Residential Belt,34.55,0.466,31.9,48.6,7.2,Clay Loam,1082.9,42.5,0.2826,Low Vulnerability,1231
BPL_CELL_0181,4,20,23.2345,77.4105,Arera Colony Residential Belt,34.18,0.446,34.0,50.8,8.2,Clay Loam,1095.6,42.5,0.2851,Low Vulnerability,1228
BPL_CELL_0182,4,21,23.2345,77.4115,Arera Colony Residential Belt,35.0,0.425,33.1,51.9,10.0,Clay Loam,1074.0,42.5,0.3043,Low Vulnerability,1172
BPL_CELL_0183,4,22,23.2345,77.4125,Arera Colony Residential Belt,35.0,0.428,40.7,50.8,8.9,Clay Loam,1105.2,42.5,0.3277,Low Vulnerability,1083
BPL_CELL_0184,4,23,23.2345,77.4135,Arera Colony Residential Belt,33.74,0.415,34.8,50.0,9.0,Clay Loam,1109.9,42.5,0.293,Low Vulnerability,1206
BPL_CELL_0185,4,24,23.2345,77.4145,MP Nagar Commercial Zone,46.2,-0.0,79.3,5.0,17.2,Deep Black Clay (Vertisol),1104.7,42.5,0.9206,Extreme Hotspot,20
BPL_CELL_0186,4,25,23.2345,77.4155,MP Nagar Commercial Zone,45.71,0.07,86.0,9.0,18.2,Deep Black Clay (Vertisol),1120.7,42.5,0.8948,Extreme Hotspot,90
BPL_CELL_0187,4,26,23.2345,77.4165,MP Nagar Commercial Zone,45.17,0.098,75.3,7.1,19.0,Deep Black Clay (Vertisol),1119.1,42.5,0.8457,Extreme Hotspot,376
BPL_CELL_0188,4,27,23.2345,77.4175,MP Nagar Commercial Zone,44.18,0.027,77.7,16.3,18.1,Deep Black Clay (Vertisol),1119.8,42.5,0.8432,Extreme Hotspot,391
BPL_CELL_0189,4,28,23.2345,77.4185,MP Nagar Commercial Zone,46.14,0.079,80.1,7.0,17.8,Deep Black Clay (Vertisol),1122.2,42.5,0.8862,Extreme Hotspot,125
BPL_CELL_0190,4,29,23.2345,77.4195,MP Nagar Commercial Zone,46.28,0.032,79.6,12.2,18.7,Deep Black Clay (Vertisol),1071.8,42.5,0.8955,Extreme Hotspot,85
BPL_CELL_0191,4,30,23.2345,77.4205,MP Nagar Commercial Zone,46.18,0.039,78.2,10.8,16.9,Deep Black Clay (Vertisol),1116.6,42.5,0.8895,Extreme Hotspot,113
BPL_CELL_0192,4,31,23.2345,77.4215,MP Nagar Commercial Zone,47.25,0.048,80.4,11.2,18.0,Deep Black Clay (Vertisol),1107.1,42.5,0.9121,Extreme Hotspot,36
BPL_CELL_0193,4,32,23.2345,77.4225,MP Nagar Commercial Zone,45.87,0.039,78.9,6.6,17.2,Deep Black Clay (Vertisol),1115.3,42.5,0.8942,Extreme Hotspot,93
BPL_CELL_0194,4,33,23.2345,77.4235,MP Nagar Commercial Zone,46.46,0.084,83.4,8.6,19.0,Deep Black Clay (Vertisol),1099.2,42.5,0.8967,Extreme Hotspot,80
BPL_CELL_0195,4,34,23.2345,77.4245,MP Nagar Commercial Zone,46.06,0.052,77.3,12.0,18.5,Deep Black Clay (Vertisol),1082.7,42.5,0.8769,Extreme Hotspot,173
BPL_CELL_0196,4,35,23.2345,77.4255,MP Nagar Commercial Zone,46.24,0.075,83.0,9.3,17.9,Deep Black Clay (Vertisol),1114.8,42.5,0.8935,Extreme Hotspot,98
BPL_CELL_0197,4,36,23.2345,77.4265,MP Nagar Commercial Zone,46.6,0.086,79.8,6.1,18.5,Deep Black Clay (Vertisol),1074.3,42.5,0.8932,Extreme Hotspot,99
BPL_CELL_0198,4,37,23.2345,77.4275,MP Nagar Commercial Zone,44.79,0.066,80.2,14.8,18.0,Deep Black Clay (Vertisol),1121.7,42.5,0.8498,Extreme Hotspot,353
BPL_CELL_0199,4,38,23.2345,77.4285,MP Nagar Commercial Zone,45.16,0.042,80.1,6.5,17.9,Deep Black Clay (Vertisol),1089.5,42.5,0.8831,Extreme Hotspot,146
BPL_CELL_0200,4,39,23.2345,77.4295,MP Nagar Commercial Zone,46.32,0.073,76.4,12.8,16.2,Deep Black Clay (Vertisol),1075.3,42.5,0.8693,Extreme Hotspot,226
BPL_CELL_0201,5,0,23.2355,77.3905,Arera Colony Residential Belt,35.18,0.421,32.4,46.1,8.0,Clay Loam,1090.4,42.5,0.3192,Low Vulnerability,1114
BPL_CELL_0202,5,1,23.2355,77.3915,Arera Colony Residential Belt,35.27,0.431,37.8,46.5,8.5,Clay Loam,1100.6,42.5,0.332,Low Vulnerability,1072
BPL_CELL_0203,5,2,23.2355,77.3925,Arera Colony Residential Belt,35.49,0.424,35.1,42.5,8.7,Clay Loam,1078.8,42.5,0.3393,Low Vulnerability,1056
BPL_CELL_0204,5,3,23.2355,77.3935,Arera Colony Residential Belt,34.19,0.453,40.5,48.3,7.3,Clay Loam,1080.6,42.5,0.3068,Low Vulnerability,1158
BPL_CELL_0205,5,4,23.2355,77.3945,Arera Colony Residential Belt,34.95,0.405,36.2,42.9,6.8,Clay Loam,1103.9,42.5,0.3389,Low Vulnerability,1059
BPL_CELL_0206,5,5,23.2355,77.3955,Arera Colony Residential Belt,35.44,0.412,32.3,50.8,7.7,Clay Loam,1079.1,42.5,0.3179,Low Vulnerability,1117
BPL_CELL_0207,5,6,23.2355,77.3965,Arera Colony Residential Belt,35.68,0.453,35.1,50.3,9.4,Clay Loam,1088.6,42.5,0.3154,Low Vulnerability,1129
BPL_CELL_0208,5,7,23.2355,77.3975,Arera Colony Residential Belt,35.17,0.43,36.4,48.6,8.2,Clay Loam,1121.9,42.5,0.3221,Low Vulnerability,1103
BPL_CELL_0209,5,8,23.2355,77.3985,Arera Colony Residential Belt,35.56,0.407,32.1,47.9,7.2,Clay Loam,1123.8,42.5,0.3275,Low Vulnerability,1084
BPL_CELL_0210,5,9,23.2355,77.3995,Arera Colony Residential Belt,34.27,0.388,38.0,46.5,7.9,Clay Loam,1098.5,42.5,0.3305,Low Vulnerability,1074
BPL_CELL_0211,5,10,23.2355,77.4005,Arera Colony Residential Belt,34.99,0.449,42.0,51.9,7.8,Clay Loam,1100.3,42.5,0.3207,Low Vulnerability,1107
BPL_CELL_0212,5,11,23.2355,77.4015,Arera Colony Residential Belt,35.99,0.451,38.3,45.0,8.8,Clay Loam,1101.4,42.5,0.3424,Low Vulnerability,1051
BPL_CELL_0213,5,12,23.2355,77.4025,Arera Colony Residential Belt,35.27,0.464,35.3,51.0,7.9,Clay Loam,1117.4,42.5,0.3023,Low Vulnerability,1178
BPL_CELL_0214,5,13,23.2355,77.4035,Arera Colony Residential Belt,35.83,0.433,35.0,51.7,9.2,Clay Loam,1087.0,42.5,0.3231,Low Vulnerability,1100
BPL_CELL_0215,5,14,23.2355,77.4045,Arera Colony Residential Belt,34.58,0.397,41.9,44.6,8.0,Clay Loam,1078.5,42.5,0.3483,Low Vulnerability,1047
BPL_CELL_0216,5,15,23.2355,77.4055,Arera Colony Residential Belt,35.83,0.394,43.4,47.0,7.7,Clay Loam,1105.7,42.5,0.3729,Moderate Vulnerability,1026
BPL_CELL_0217,5,16,23.2355,77.4065,Arera Colony Residential Belt,35.52,0.43,31.6,51.7,9.0,Clay Loam,1119.7,42.5,0.3083,Low Vulnerability,1153
BPL_CELL_0218,5,17,23.2355,77.4075,Arera Colony Residential Belt,33.56,0.437,30.7,43.7,8.3,Clay Loam,1095.4,42.5,0.2816,Low Vulnerability,1236
BPL_CELL_0219,5,18,23.2355,77.4085,Arera Colony Residential Belt,34.25,0.462,37.0,49.9,9.4,Clay Loam,1083.6,42.5,0.2907,Low Vulnerability,1212
BPL_CELL_0220,5,19,23.2355,77.4095,Arera Colony Residential Belt,34.46,0.448,37.1,48.8,8.2,Clay Loam,1116.3,42.5,0.3029,Low Vulnerability,1175
BPL_CELL_0221,5,20,23.2355,77.4105,Arera Colony Residential Belt,35.75,0.386,39.1,48.6,8.5,Clay Loam,1092.6,42.5,0.3587,Moderate Vulnerability,1035
BPL_CELL_0222,5,21,23.2355,77.4115,Arera Colony Residential Belt,34.33,0.47,41.6,48.7,7.1,Clay Loam,1079.9,42.5,0.3051,Low Vulnerability,1168
BPL_CELL_0223,5,22,23.2355,77.4125,Arera Colony Residential Belt,33.94,0.452,34.8,46.0,7.9,Clay Loam,1114.9,42.5,0.2903,Low Vulnerability,1214
BPL_CELL_0224,5,23,23.2355,77.4135,Arera Colony Residential Belt,35.05,0.405,37.4,46.0,9.9,Clay Loam,1098.1,42.5,0.338,Low Vulnerability,1061
BPL_CELL_0225,5,24,23.2355,77.4145,MP Nagar Commercial Zone,46.64,0.035,89.0,6.0,17.2,Deep Black Clay (Vertisol),1092.9,42.5,0.9415,Extreme Hotspot,5
BPL_CELL_0226,5,25,23.2355,77.4155,MP Nagar Commercial Zone,46.37,-0.017,79.4,11.7,16.5,Deep Black Clay (Vertisol),1078.3,42.5,0.9172,Extreme Hotspot,27
BPL_CELL_0227,5,26,23.2355,77.4165,MP Nagar Commercial Zone,46.2,0.103,84.1,6.8,19.0,Deep Black Clay (Vertisol),1121.1,42.5,0.8899,Extreme Hotspot,112
BPL_CELL_0228,5,27,23.2355,77.4175,MP Nagar Commercial Zone,47.25,0.049,86.8,8.2,19.5,Deep Black Clay (Vertisol),1078.8,42.5,0.9367,Extreme Hotspot,8
BPL_CELL_0229,5,28,23.2355,77.4185,MP Nagar Commercial Zone,44.19,0.088,81.7,12.7,17.7,Deep Black Clay (Vertisol),1073.2,42.5,0.8382,Extreme Hotspot,426
BPL_CELL_0230,5,29,23.2355,77.4195,MP Nagar Commercial Zone,46.37,0.038,81.0,12.4,17.8,Deep Black Clay (Vertisol),1071.7,42.5,0.8985,Extreme Hotspot,75
BPL_CELL_0231,5,30,23.2355,77.4205,MP Nagar Commercial Zone,47.76,0.036,77.4,5.2,18.2,Deep Black Clay (Vertisol),1119.8,42.5,0.9301,Extreme Hotspot,11
BPL_CELL_0232,5,31,23.2355,77.4215,MP Nagar Commercial Zone,46.76,0.055,79.2,8.6,17.0,Deep Black Clay (Vertisol),1070.3,42.5,0.9017,Extreme Hotspot,64
BPL_CELL_0233,5,32,23.2355,77.4225,MP Nagar Commercial Zone,46.81,0.071,83.2,6.2,17.7,Deep Black Clay (Vertisol),1076.7,42.5,0.913,Extreme Hotspot,34
BPL_CELL_0234,5,33,23.2355,77.4235,MP Nagar Commercial Zone,45.11,0.054,83.9,11.1,18.0,Deep Black Clay (Vertisol),1117.6,42.5,0.8792,Extreme Hotspot,161
BPL_CELL_0235,5,34,23.2355,77.4245,MP Nagar Commercial Zone,45.78,0.064,84.9,7.2,18.8,Deep Black Clay (Vertisol),1084.5,42.5,0.8989,Extreme Hotspot,73
BPL_CELL_0236,5,35,23.2355,77.4255,MP Nagar Commercial Zone,46.31,0.08,83.9,7.8,17.4,Deep Black Clay (Vertisol),1095.0,42.5,0.8986,Extreme Hotspot,74
BPL_CELL_0237,5,36,23.2355,77.4265,MP Nagar Commercial Zone,46.0,0.049,82.3,9.3,16.9,Deep Black Clay (Vertisol),1129.3,42.5,0.8972,Extreme Hotspot,79
BPL_CELL_0238,5,37,23.2355,77.4275,MP Nagar Commercial Zone,46.03,0.032,79.8,5.3,18.0,Deep Black Clay (Vertisol),1128.9,42.5,0.9054,Extreme Hotspot,57
BPL_CELL_0239,5,38,23.2355,77.4285,MP Nagar Commercial Zone,46.2,0.065,81.8,6.8,17.7,Deep Black Clay (Vertisol),1116.3,42.5,0.8983,Extreme Hotspot,77
BPL_CELL_0240,5,39,23.2355,77.4295,MP Nagar Commercial Zone,44.94,0.057,77.9,13.1,18.1,Deep Black Clay (Vertisol),1118.8,42.5,0.853,Extreme Hotspot,332
BPL_CELL_0241,6,0,23.2365,77.3905,Arera Colony Residential Belt,35.51,0.486,30.7,49.0,7.5,Clay Loam,1073.8,42.5,0.2887,Low Vulnerability,1221
BPL_CELL_0242,6,1,23.2365,77.3915,Arera Colony Residential Belt,33.59,0.445,32.2,47.8,8.7,Clay Loam,1082.0,42.5,0.275,Low Vulnerability,1249
BPL_CELL_0243,6,2,23.2365,77.3925,Arera Colony Residential Belt,36.82,0.458,25.5,47.1,7.9,Clay Loam,1115.2,42.5,0.3136,Low Vulnerability,1133
BPL_CELL_0244,6,3,23.2365,77.3935,Arera Colony Residential Belt,34.62,0.45,39.1,49.2,6.9,Clay Loam,1089.9,42.5,0.3102,Low Vulnerability,1142
BPL_CELL_0245,6,4,23.2365,77.3945,Arera Colony Residential Belt,35.41,0.46,40.4,44.8,9.1,Clay Loam,1128.4,42.5,0.3342,Low Vulnerability,1067
BPL_CELL_0246,6,5,23.2365,77.3955,Arera Colony Residential Belt,34.25,0.405,36.1,51.2,8.1,Clay Loam,1118.1,42.5,0.3082,Low Vulnerability,1154
BPL_CELL_0247,6,6,23.2365,77.3965,Arera Colony Residential Belt,34.75,0.428,30.8,44.7,7.8,Clay Loam,1074.8,42.5,0.3063,Low Vulnerability,1161
BPL_CELL_0248,6,7,23.2365,77.3975,Arera Colony Residential Belt,34.58,0.426,33.5,45.5,8.0,Clay Loam,1111.4,42.5,0.3101,Low Vulnerability,1144
BPL_CELL_0249,6,8,23.2365,77.3985,Arera Colony Residential Belt,34.64,0.447,38.2,46.0,9.1,Clay Loam,1128.8,42.5,0.3157,Low Vulnerability,1128
BPL_CELL_0250,6,9,23.2365,77.3995,Arera Colony Residential Belt,34.79,0.451,35.6,46.1,7.9,Clay Loam,1118.1,42.5,0.3092,Low Vulnerability,1150
BPL_CELL_0251,6,10,23.2365,77.4005,Arera Colony Residential Belt,33.85,0.373,39.0,51.2,8.5,Clay Loam,1074.0,42.5,0.3218,Low Vulnerability,1105
BPL_CELL_0252,6,11,23.2365,77.4015,Arera Colony Residential Belt,34.57,0.445,32.7,45.1,9.2,Clay Loam,1106.3,42.5,0.3008,Low Vulnerability,1185
BPL_CELL_0253,6,12,23.2365,77.4025,Arera Colony Residential Belt,33.85,0.374,31.9,51.7,7.6,Clay Loam,1093.9,42.5,0.2995,Low Vulnerability,1188
BPL_CELL_0254,6,13,23.2365,77.4035,Arera Colony Residential Belt,34.3,0.427,33.9,51.7,9.4,Clay Loam,1099.9,42.5,0.2929,Low Vulnerability,1207
BPL_CELL_0255,6,14,23.2365,77.4045,Arera Colony Residential Belt,33.92,0.465,35.8,50.3,6.0,Clay Loam,1087.1,42.5,0.2789,Low Vulnerability,1242
BPL_CELL_0256,6,15,23.2365,77.4055,Arera Colony Residential Belt,35.8,0.47,34.0,52.2,9.6,Clay Loam,1097.1,42.5,0.3038,Low Vulnerability,1173
BPL_CELL_0257,6,16,23.2365,77.4065,Arera Colony Residential Belt,35.59,0.421,40.5,50.4,8.9,Clay Loam,1090.8,42.5,0.3421,Low Vulnerability,1052
BPL_CELL_0258,6,17,23.2365,77.4075,Arera Colony Residential Belt,34.15,0.474,37.7,52.5,7.5,Clay Loam,1112.7,42.5,0.2808,Low Vulnerability,1238
BPL_CELL_0259,6,18,23.2365,77.4085,Arera Colony Residential Belt,35.95,0.421,37.1,44.6,8.9,Clay Loam,1078.3,42.5,0.3509,Moderate Vulnerability,1044
BPL_CELL_0260,6,19,23.2365,77.4095,Arera Colony Residential Belt,35.22,0.442,35.2,45.3,8.2,Clay Loam,1118.2,42.5,0.3215,Low Vulnerability,1106
BPL_CELL_0261,6,20,23.2365,77.4105,Arera Colony Residential Belt,33.63,0.427,38.6,49.3,9.8,Clay Loam,1101.5,42.5,0.2987,Low Vulnerability,1191
BPL_CELL_0262,6,21,23.2365,77.4115,Arera Colony Residential Belt,34.8,0.447,29.5,55.2,9.5,Clay Loam,1108.5,42.5,0.2744,Low Vulnerability,1251
BPL_CELL_0263,6,22,23.2365,77.4125,Arera Colony Residential Belt,33.51,0.454,32.0,53.1,8.7,Clay Loam,1080.9,42.5,0.2585,Low Vulnerability,1260
BPL_CELL_0264,6,23,23.2365,77.4135,Arera Colony Residential Belt,33.54,0.471,35.2,48.9,8.4,Clay Loam,1077.4,42.5,0.2703,Low Vulnerability,1256
BPL_CELL_0265,6,24,23.2365,77.4145,MP Nagar Commercial Zone,46.51,0.075,78.6,13.7,16.7,Deep Black Clay (Vertisol),1123.7,42.5,0.8767,Extreme Hotspot,174
BPL_CELL_0266,6,25,23.2365,77.4155,MP Nagar Commercial Zone,47.96,0.073,78.8,7.0,17.0,Deep Black Clay (Vertisol),1077.5,42.5,0.9197,Extreme Hotspot,22
BPL_CELL_0267,6,26,23.2365,77.4165,MP Nagar Commercial Zone,45.84,0.095,78.9,9.5,18.2,Deep Black Clay (Vertisol),1109.5,42.5,0.8654,Extreme Hotspot,248
BPL_CELL_0268,6,27,23.2365,77.4175,MP Nagar Commercial Zone,46.01,0.052,76.3,11.6,16.9,Deep Black Clay (Vertisol),1119.5,42.5,0.8738,Extreme Hotspot,196
BPL_CELL_0269,6,28,23.2365,77.4185,MP Nagar Commercial Zone,46.47,0.062,78.1,6.4,17.0,Deep Black Clay (Vertisol),1095.0,42.5,0.8946,Extreme Hotspot,91
BPL_CELL_0270,6,29,23.2365,77.4195,MP Nagar Commercial Zone,44.95,0.037,77.9,7.8,17.3,Deep Black Clay (Vertisol),1127.4,42.5,0.872,Extreme Hotspot,207
BPL_CELL_0271,6,30,23.2365,77.4205,MP Nagar Commercial Zone,44.58,0.066,79.8,7.2,18.1,Deep Black Clay (Vertisol),1096.4,42.5,0.8601,Extreme Hotspot,289
BPL_CELL_0272,6,31,23.2365,77.4215,MP Nagar Commercial Zone,46.34,0.04,81.2,7.5,17.4,Deep Black Clay (Vertisol),1113.1,42.5,0.9078,Extreme Hotspot,46
BPL_CELL_0273,6,32,23.2365,77.4225,MP Nagar Commercial Zone,46.02,0.001,82.8,9.3,17.1,Deep Black Clay (Vertisol),1089.1,42.5,0.9182,Extreme Hotspot,25
BPL_CELL_0274,6,33,23.2365,77.4235,MP Nagar Commercial Zone,47.04,0.037,81.6,9.5,18.2,Deep Black Clay (Vertisol),1087.4,42.5,0.9195,Extreme Hotspot,23
BPL_CELL_0275,6,34,23.2365,77.4245,MP Nagar Commercial Zone,45.27,0.088,81.1,13.9,18.2,Deep Black Clay (Vertisol),1104.7,42.5,0.8547,Extreme Hotspot,318
BPL_CELL_0276,6,35,23.2365,77.4255,MP Nagar Commercial Zone,46.88,0.04,86.5,5.9,17.8,Deep Black Clay (Vertisol),1099.9,42.5,0.937,Extreme Hotspot,7
BPL_CELL_0277,6,36,23.2365,77.4265,MP Nagar Commercial Zone,46.13,0.066,84.9,8.3,18.3,Deep Black Clay (Vertisol),1091.2,42.5,0.9026,Extreme Hotspot,63
BPL_CELL_0278,6,37,23.2365,77.4275,MP Nagar Commercial Zone,46.07,0.093,82.3,12.7,17.0,Deep Black Clay (Vertisol),1098.2,42.5,0.874,Extreme Hotspot,194
BPL_CELL_0279,6,38,23.2365,77.4285,MP Nagar Commercial Zone,44.5,0.047,74.4,12.1,17.6,Deep Black Clay (Vertisol),1092.0,42.5,0.8403,Extreme Hotspot,410
BPL_CELL_0280,6,39,23.2365,77.4295,MP Nagar Commercial Zone,44.69,0.028,83.7,10.8,18.8,Deep Black Clay (Vertisol),1074.4,42.5,0.8815,Extreme Hotspot,151
BPL_CELL_0281,7,0,23.2375,77.3905,Arera Colony Residential Belt,33.27,0.439,34.0,56.9,8.3,Clay Loam,1128.5,42.5,0.258,Low Vulnerability,1261
BPL_CELL_0282,7,1,23.2375,77.3915,Arera Colony Residential Belt,34.39,0.398,39.9,44.2,10.1,Clay Loam,1115.3,42.5,0.3391,Low Vulnerability,1057
BPL_CELL_0283,7,2,23.2375,77.3925,Arera Colony Residential Belt,35.14,0.474,34.9,48.0,9.0,Clay Loam,1098.4,42.5,0.3008,Low Vulnerability,1186
BPL_CELL_0284,7,3,23.2375,77.3935,Arera Colony Residential Belt,35.41,0.401,37.3,45.3,8.4,Clay Loam,1106.8,42.5,0.3476,Low Vulnerability,1048
BPL_CELL_0285,7,4,23.2375,77.3945,Arera Colony Residential Belt,36.24,0.518,35.8,45.5,7.7,Clay Loam,1101.9,42.5,0.3121,Low Vulnerability,1136
BPL_CELL_0286,7,5,23.2375,77.3955,Arera Colony Residential Belt,36.25,0.434,33.1,49.2,7.8,Clay Loam,1110.4,42.5,0.3303,Low Vulnerability,1075
BPL_CELL_0287,7,6,23.2375,77.3965,Arera Colony Residential Belt,35.98,0.435,37.6,43.4,8.4,Clay Loam,1098.5,42.5,0.3498,Low Vulnerability,1045
BPL_CELL_0288,7,7,23.2375,77.3975,Arera Colony Residential Belt,34.61,0.491,34.7,48.6,7.5,Clay Loam,1113.3,42.5,0.282,Low Vulnerability,1233
BPL_CELL_0289,7,8,23.2375,77.3985,Arera Colony Residential Belt,34.32,0.431,32.6,45.0,8.7,Clay Loam,1110.8,42.5,0.3015,Low Vulnerability,1181
BPL_CELL_0290,7,9,23.2375,77.3995,Arera Colony Residential Belt,34.37,0.512,37.7,48.5,8.6,Clay Loam,1088.8,42.5,0.278,Low Vulnerability,1243
BPL_CELL_0291,7,10,23.2375,77.4005,Arera Colony Residential Belt,35.6,0.477,30.9,50.8,9.9,Clay Loam,1114.2,42.5,0.2909,Low Vulnerability,1211
BPL_CELL_0292,7,11,23.2375,77.4015,Arera Colony Residential Belt,33.92,0.455,36.7,48.7,9.2,Clay Loam,1109.7,42.5,0.2888,Low Vulnerability,1220
